category,fdr_rate,name,proteins
Cellular Component (Gene Ontology),0.02444339585489032,"Lamellipodium","10090.ENSMUSP00000041243,10090.ENSMUSP00000078336,10090.ENSMUSP00000027888,10090.ENSMUSP00000118491,10090.ENSMUSP00000061893,10090.ENSMUSP00000058754"
Molecular Function (Gene Ontology),0.024744592243494214,"Phosphatidylcholine floppase activity","10090.ENSMUSP00000041204,10090.ENSMUSP00000009058"
Reactome Pathways,0.024744592243494214,"ChREBP activates metabolic gene expression","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
Molecular Function (Gene Ontology),0.024744592243494214,"CoA carboxylase activity","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
Biological Process (Gene Ontology),0.024744592243494214,"Isocitrate metabolic process","10090.ENSMUSP00000138215,10090.ENSMUSP00000023116"
Biological Process (Gene Ontology),0.024744592243494214,"Tricarboxylic acid cycle","10090.ENSMUSP00000100038,10090.ENSMUSP00000138215,10090.ENSMUSP00000023116"
Molecular Function (Gene Ontology),0.02505891662264442,"Oxidoreductase activity","10090.ENSMUSP00000011492,10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000042351,10090.ENSMUSP00000015829,10090.ENSMUSP00000072483,10090.ENSMUSP00000138215,10090.ENSMUSP00000043424,10090.ENSMUSP00000112908,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707"
Cellular Component (Gene Ontology),0.028723936338855,"Intrinsic component of membrane","10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000116130,10090.ENSMUSP00000129169,10090.ENSMUSP00000045134,10090.ENSMUSP00000097743,10090.ENSMUSP00000040048,10090.ENSMUSP00000031354,10090.ENSMUSP00000013995,10090.ENSMUSP00000001963,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000033695,10090.ENSMUSP00000075507,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000002549,10090.ENSMUSP00000026208,10090.ENSMUSP00000007251,10090.ENSMUSP00000062037,10090.ENSMUSP00000112538,10090.ENSMUSP00000020948,10090.ENSMUSP00000097860,10090.ENSMUSP00000009058,10090.ENSMUSP00000038361,10090.ENSMUSP00000035458,10090.ENSMUSP00000002084,10090.ENSMUSP00000047927,10090.ENSMUSP00000035246,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000021666,10090.ENSMUSP00000053558,10090.ENSMUSP00000040465,10090.ENSMUSP00000126916,10090.ENSMUSP00000140827"
Cellular Component (Gene Ontology),0.028723936338855,"Intracellular membrane-bounded organelle","10090.ENSMUSP00000110729,10090.ENSMUSP00000018841,10090.ENSMUSP00000129169,10090.ENSMUSP00000036881,10090.ENSMUSP00000015829,10090.ENSMUSP00000038476,10090.ENSMUSP00000040048,10090.ENSMUSP00000023116,10090.ENSMUSP00000031354,10090.ENSMUSP00000043041,10090.ENSMUSP00000013995,10090.ENSMUSP00000080256,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000033695,10090.ENSMUSP00000010795,10090.ENSMUSP00000045888,10090.ENSMUSP00000034441,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000118491,10090.ENSMUSP00000078593,10090.ENSMUSP00000092702,10090.ENSMUSP00000031707,10090.ENSMUSP00000062037,10090.ENSMUSP00000011492,10090.ENSMUSP00000030795,10090.ENSMUSP00000112538,10090.ENSMUSP00000020948,10090.ENSMUSP00000079379,10090.ENSMUSP00000063548,10090.ENSMUSP00000097860,10090.ENSMUSP00000103012,10090.ENSMUSP00000072483,10090.ENSMUSP00000034547,10090.ENSMUSP00000099642,10090.ENSMUSP00000043424,10090.ENSMUSP00000009058,10090.ENSMUSP00000024733,10090.ENSMUSP00000075167,10090.ENSMUSP00000035458,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000047927,10090.ENSMUSP00000100038,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000138215,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000112908,10090.ENSMUSP00000007005,10090.ENSMUSP00000021666,10090.ENSMUSP00000053558,10090.ENSMUSP00000040465,10090.ENSMUSP00000031524"
Biological Process (Gene Ontology),0.030517492099934592,"Regulation of cellular ketone metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000068940"
Cellular Component (Gene Ontology),0.030784000926544385,"Brush border membrane","10090.ENSMUSP00000041204,10090.ENSMUSP00000026208,10090.ENSMUSP00000001963,10090.ENSMUSP00000031822"
Biological Process (Gene Ontology),0.03212151137745205,"Icosanoid transport","10090.ENSMUSP00000026208,10090.ENSMUSP00000097743,10090.ENSMUSP00000001963"
Biological Process (Gene Ontology),0.03212151137745205,"Fatty acid derivative transport","10090.ENSMUSP00000026208,10090.ENSMUSP00000097743,10090.ENSMUSP00000001963"
Molecular Function (Gene Ontology),0.03326310884044517,"Floppase activity","10090.ENSMUSP00000041204,10090.ENSMUSP00000009058"
Biological Process (Gene Ontology),0.03326310884044517,"Intestinal cholesterol absorption","10090.ENSMUSP00000069495,10090.ENSMUSP00000035246"
Molecular Function (Gene Ontology),0.03326310884044517,"Ligase activity, forming carbon-carbon bonds","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
Molecular Function (Gene Ontology),0.03326310884044517,"acyl-CoA oxidase activity","10090.ENSMUSP00000027153,10090.ENSMUSP00000042351"
Molecular Function (Gene Ontology),0.034610844815649494,"Sulfur compound transmembrane transporter activity","10090.ENSMUSP00000002084,10090.ENSMUSP00000097743,10090.ENSMUSP00000031822"
Reactome Pathways,0.037670174861551144,"RHO GTPases Activate WASPs and WAVEs","10090.ENSMUSP00000118491,10090.ENSMUSP00000058754,10090.ENSMUSP00000075167"
Biological Process (Gene Ontology),0.03791646420501254,"Lipid homeostasis","10090.ENSMUSP00000002084,10090.ENSMUSP00000069495,10090.ENSMUSP00000035246,10090.ENSMUSP00000044134,10090.ENSMUSP00000099490"
WikiPathways,0.03791646420501254,"PPAR signaling pathway","10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000042351,10090.ENSMUSP00000072483"
Biological Process (Gene Ontology),0.042020150169212095,"Regulation of molecular function","10090.ENSMUSP00000041204,10090.ENSMUSP00000001963,10090.ENSMUSP00000079379,10090.ENSMUSP00000099642,10090.ENSMUSP00000040048,10090.ENSMUSP00000027888,10090.ENSMUSP00000075167,10090.ENSMUSP00000118491"
Biological Process (Gene Ontology),0.04270118232188189,"Generation of precursor metabolites and energy","10090.ENSMUSP00000100038,10090.ENSMUSP00000015829,10090.ENSMUSP00000072483,10090.ENSMUSP00000138215,10090.ENSMUSP00000023116,10090.ENSMUSP00000034547,10090.ENSMUSP00000031707"
Biological Process (Gene Ontology),0.042771866747365675,"Long-chain fatty acid catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000027153"
Biological Process (Gene Ontology),0.042771866747365675,"tRNA aminoacylation for mitochondrial protein translation","10090.ENSMUSP00000034441,10090.ENSMUSP00000024733"
Reactome Pathways,0.042771866747365675,"Synthesis of Ketone Bodies","10090.ENSMUSP00000031445,10090.ENSMUSP00000034547"
Biological Process (Gene Ontology),0.042771866747365675,"Positive regulation of wnt signaling pathway, planar cell polarity pathway","10090.ENSMUSP00000075167,10090.ENSMUSP00000027888"
Biological Process (Gene Ontology),0.04591286675511727,"Multicellular organismal homeostasis","10090.ENSMUSP00000041204,10090.ENSMUSP00000062037,10090.ENSMUSP00000027153,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000013995"
Biological Process (Gene Ontology),0.04602235768178537,"Alpha-amino acid catabolic process","10090.ENSMUSP00000112908,10090.ENSMUSP00000078436,10090.ENSMUSP00000034547,10090.ENSMUSP00000031707"
KEGG,0.04787854758948143,"PPAR signaling pathway","10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000042351,10090.ENSMUSP00000072483"
Biological Process (Gene Ontology),0.04813036482542949,"Lipid biosynthetic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000062037,10090.ENSMUSP00000044134,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000029770,10090.ENSMUSP00000040048"
Biological Process (Gene Ontology),0.04880986619520107,"Cellular process","10090.ENSMUSP00000053971,10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000116130,10090.ENSMUSP00000018841,10090.ENSMUSP00000129169,10090.ENSMUSP00000110729,10090.ENSMUSP00000036881,10090.ENSMUSP00000015829,10090.ENSMUSP00000097743,10090.ENSMUSP00000078336,10090.ENSMUSP00000045134,10090.ENSMUSP00000040048,10090.ENSMUSP00000023116,10090.ENSMUSP00000031354,10090.ENSMUSP00000013995,10090.ENSMUSP00000080256,10090.ENSMUSP00000031445,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000033695,10090.ENSMUSP00000010795,10090.ENSMUSP00000045888,10090.ENSMUSP00000034441,10090.ENSMUSP00000075507,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000002549,10090.ENSMUSP00000118491,10090.ENSMUSP00000078593,10090.ENSMUSP00000092702,10090.ENSMUSP00000026208,10090.ENSMUSP00000031707,10090.ENSMUSP00000007251,10090.ENSMUSP00000062037,10090.ENSMUSP00000011492,10090.ENSMUSP00000112538,10090.ENSMUSP00000020948,10090.ENSMUSP00000041243,10090.ENSMUSP00000079379,10090.ENSMUSP00000063548,10090.ENSMUSP00000097860,10090.ENSMUSP00000103012,10090.ENSMUSP00000072483,10090.ENSMUSP00000034547,10090.ENSMUSP00000099642,10090.ENSMUSP00000043424,10090.ENSMUSP00000009058,10090.ENSMUSP00000027888,10090.ENSMUSP00000038361,10090.ENSMUSP00000024733,10090.ENSMUSP00000075167,10090.ENSMUSP00000035458,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000047927,10090.ENSMUSP00000044134,10090.ENSMUSP00000035246,10090.ENSMUSP00000100038,10090.ENSMUSP00000099634,10090.ENSMUSP00000099490,10090.ENSMUSP00000138215,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000112908,10090.ENSMUSP00000007005,10090.ENSMUSP00000021666,10090.ENSMUSP00000053558,10090.ENSMUSP00000040465,10090.ENSMUSP00000113792,10090.ENSMUSP00000031524,10090.ENSMUSP00000058754"
Biological Process (Gene Ontology),0.04947739007248155,"Digestion","10090.ENSMUSP00000100038,10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000035246"
