category,fdr_rate,name,proteins
Cellular Component (Gene Ontology),0.02444339585489034,"Lamellipodium","10090.ENSMUSP00000027888,10090.ENSMUSP00000041243,10090.ENSMUSP00000058754,10090.ENSMUSP00000061893,10090.ENSMUSP00000078336,10090.ENSMUSP00000118491"
Molecular Function (Gene Ontology),0.024744592243494217,"Phosphatidylcholine floppase activity","10090.ENSMUSP00000009058,10090.ENSMUSP00000041204"
Biological Process (Gene Ontology),0.024744592243494217,"Isocitrate metabolic process","10090.ENSMUSP00000023116,10090.ENSMUSP00000138215"
Molecular Function (Gene Ontology),0.024744592243494217,"CoA carboxylase activity","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
Reactome Pathways,0.024744592243494217,"ChREBP activates metabolic gene expression","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
Biological Process (Gene Ontology),0.024744592243494217,"Tricarboxylic acid cycle","10090.ENSMUSP00000023116,10090.ENSMUSP00000100038,10090.ENSMUSP00000138215"
Molecular Function (Gene Ontology),0.025058916622644454,"Oxidoreductase activity","10090.ENSMUSP00000011492,10090.ENSMUSP00000015829,10090.ENSMUSP00000027153,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634,10090.ENSMUSP00000112908,10090.ENSMUSP00000138215"
Cellular Component (Gene Ontology),0.028723936338855005,"Intrinsic component of membrane","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000002549,10090.ENSMUSP00000007251,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000026208,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000031354,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000038361,10090.ENSMUSP00000040048,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000045134,10090.ENSMUSP00000047927,10090.ENSMUSP00000053558,10090.ENSMUSP00000062037,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000075011,10090.ENSMUSP00000075507,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000110172,10090.ENSMUSP00000112538,10090.ENSMUSP00000116130,10090.ENSMUSP00000126916,10090.ENSMUSP00000129169,10090.ENSMUSP00000140827"
Cellular Component (Gene Ontology),0.028723936338855005,"Intracellular membrane-bounded organelle","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000009058,10090.ENSMUSP00000010795,10090.ENSMUSP00000011492,10090.ENSMUSP00000013995,10090.ENSMUSP00000015829,10090.ENSMUSP00000018841,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000023116,10090.ENSMUSP00000024733,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000038476,10090.ENSMUSP00000040048,10090.ENSMUSP00000040465,10090.ENSMUSP00000042351,10090.ENSMUSP00000043041,10090.ENSMUSP00000043424,10090.ENSMUSP00000045888,10090.ENSMUSP00000047927,10090.ENSMUSP00000053558,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000078436,10090.ENSMUSP00000078593,10090.ENSMUSP00000079379,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000097860,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000100038,10090.ENSMUSP00000103012,10090.ENSMUSP00000110172,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538,10090.ENSMUSP00000112908,10090.ENSMUSP00000118491,10090.ENSMUSP00000129169,10090.ENSMUSP00000138215"
Biological Process (Gene Ontology),0.030517492099934613,"Regulation of cellular ketone metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000068940,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642"
Cellular Component (Gene Ontology),0.030784000926544416,"Brush border membrane","10090.ENSMUSP00000001963,10090.ENSMUSP00000026208,10090.ENSMUSP00000031822,10090.ENSMUSP00000041204"
Biological Process (Gene Ontology),0.03212151137745203,"Icosanoid transport","10090.ENSMUSP00000001963,10090.ENSMUSP00000026208,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.03212151137745203,"Fatty acid derivative transport","10090.ENSMUSP00000001963,10090.ENSMUSP00000026208,10090.ENSMUSP00000097743"
Molecular Function (Gene Ontology),0.033263108840445185,"Floppase activity","10090.ENSMUSP00000009058,10090.ENSMUSP00000041204"
Biological Process (Gene Ontology),0.033263108840445185,"Intestinal cholesterol absorption","10090.ENSMUSP00000035246,10090.ENSMUSP00000069495"
Molecular Function (Gene Ontology),0.033263108840445185,"Ligase activity, forming carbon-carbon bonds","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
Molecular Function (Gene Ontology),0.033263108840445185,"acyl-CoA oxidase activity","10090.ENSMUSP00000027153,10090.ENSMUSP00000042351"
Molecular Function (Gene Ontology),0.03461084481564949,"Sulfur compound transmembrane transporter activity","10090.ENSMUSP00000002084,10090.ENSMUSP00000031822,10090.ENSMUSP00000097743"
Reactome Pathways,0.037670174861551144,"RHO GTPases Activate WASPs and WAVEs","10090.ENSMUSP00000058754,10090.ENSMUSP00000075167,10090.ENSMUSP00000118491"
Biological Process (Gene Ontology),0.03791646420501258,"Lipid homeostasis","10090.ENSMUSP00000002084,10090.ENSMUSP00000035246,10090.ENSMUSP00000044134,10090.ENSMUSP00000069495,10090.ENSMUSP00000099490"
WikiPathways,0.03791646420501258,"PPAR signaling pathway","10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000042351,10090.ENSMUSP00000072483"
Biological Process (Gene Ontology),0.04202015016921214,"Regulation of molecular function","10090.ENSMUSP00000001963,10090.ENSMUSP00000027888,10090.ENSMUSP00000040048,10090.ENSMUSP00000041204,10090.ENSMUSP00000075167,10090.ENSMUSP00000079379,10090.ENSMUSP00000099642,10090.ENSMUSP00000118491"
Biological Process (Gene Ontology),0.04270118232188188,"Generation of precursor metabolites and energy","10090.ENSMUSP00000015829,10090.ENSMUSP00000023116,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000072483,10090.ENSMUSP00000100038,10090.ENSMUSP00000138215"
Biological Process (Gene Ontology),0.042771866747365696,"Long-chain fatty acid catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000027153"
Reactome Pathways,0.042771866747365696,"Synthesis of Ketone Bodies","10090.ENSMUSP00000031445,10090.ENSMUSP00000034547"
Biological Process (Gene Ontology),0.042771866747365696,"tRNA aminoacylation for mitochondrial protein translation","10090.ENSMUSP00000024733,10090.ENSMUSP00000034441"
Biological Process (Gene Ontology),0.042771866747365696,"Positive regulation of wnt signaling pathway, planar cell polarity pathway","10090.ENSMUSP00000027888,10090.ENSMUSP00000075167"
Biological Process (Gene Ontology),0.0459128667551173,"Multicellular organismal homeostasis","10090.ENSMUSP00000013995,10090.ENSMUSP00000027153,10090.ENSMUSP00000041204,10090.ENSMUSP00000062037,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642"
Biological Process (Gene Ontology),0.04602235768178538,"Alpha-amino acid catabolic process","10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000078436,10090.ENSMUSP00000112908"
KEGG,0.04787854758948151,"PPAR signaling pathway","10090.ENSMUSP00000042351,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000072483"
Biological Process (Gene Ontology),0.04813036482542952,"Lipid biosynthetic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000040048,10090.ENSMUSP00000044134,10090.ENSMUSP00000062037,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),0.0488098661952011,"Cellular process","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000002549,10090.ENSMUSP00000007005,10090.ENSMUSP00000007251,10090.ENSMUSP00000009058,10090.ENSMUSP00000010795,10090.ENSMUSP00000011492,10090.ENSMUSP00000013995,10090.ENSMUSP00000015829,10090.ENSMUSP00000018841,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000023116,10090.ENSMUSP00000024733,10090.ENSMUSP00000026208,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029770,10090.ENSMUSP00000031354,10090.ENSMUSP00000031445,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000038361,10090.ENSMUSP00000040048,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000041243,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000044134,10090.ENSMUSP00000045134,10090.ENSMUSP00000045888,10090.ENSMUSP00000047927,10090.ENSMUSP00000053558,10090.ENSMUSP00000053971,10090.ENSMUSP00000058754,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000075507,10090.ENSMUSP00000078336,10090.ENSMUSP00000078436,10090.ENSMUSP00000078593,10090.ENSMUSP00000079379,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000100038,10090.ENSMUSP00000103012,10090.ENSMUSP00000110172,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538,10090.ENSMUSP00000112908,10090.ENSMUSP00000113792,10090.ENSMUSP00000116130,10090.ENSMUSP00000118491,10090.ENSMUSP00000129169,10090.ENSMUSP00000138215"
Biological Process (Gene Ontology),0.0494773900724816,"Digestion","10090.ENSMUSP00000035246,10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000100038"
